Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,203,Research & Development,4,1,Other,1,13184,1,Male,42,2,1,Healthcare Representative,3,Married,1609,16615,4,Y,No,17,3,1,80,1,17,3,2,7,2,2,3
33,No,Travel_Rarely,1366,Research & Development,17,1,Life Sciences,1,13185,4,Male,47,4,2,Laboratory Technician,2,Married,4004,8421,2,Y,No,15,4,3,80,2,11,1,4,5,0,1,1
60,No,Travel_Rarely,407,Research & Development,6,4,Medical,1,13186,4,Male,77,2,5,Manager,4,Divorced,14335,12046,8,Y,No,11,3,3,80,0,36,4,4,15,4,5,6
29,Yes,Non-Travel,162,Sales,4,2,Technical Degree,1,13187,3,Male,33,4,2,Manager,3,Married,4197,11667,2,Y,No,11,3,2,80,1,0,1,2,0,0,0,0
48,No,Travel_Rarely,1210,Research & Development,8,3,Life Sciences,1,13188,4,Male,32,3,5,Research Scientist,3,Married,20000,15654,4,Y,No,11,3,4,80,0,27,5,4,3,1,1,0
45,Yes,Travel_Frequently,1363,Research & Development,20,3,Medical,1,13189,3,Male,85,3,4,Manufacturing Director,3,Single,12346,26780,4,Y,Yes,12,4,2,80,1,24,4,2,9,8,0,1
37,No,Travel_Rarely,1322,Sales,10,3,Life Sciences,1,13190,1,Female,62,1,2,Manager,3,Divorced,4609,10512,3,Y,No,11,4,4,80,0,15,3,2,11,5,2,7
29,Yes,Travel_Rarely,1319,Human Resources,6,2,Human Resources,1,13191,4,Male,64,4,1,Manager,3,Divorced,4150,6885,2,Y,No,14,3,3,80,2,6,6,2,1,0,0,0
30,No,Travel_Rarely,1499,Research & Development,3,2,Life Sciences,1,13192,4,Male,91,3,1,Research Scientist,2,Divorced,2836,7210,2,Y,No,11,3,2,80,0,14,6,4,9,1,1,5
32,Yes,Travel_Rarely,1391,Sales,1,2,Life Sciences,1,13193,3,Male,71,3,3,Sales Executive,3,Single,5464,19391,1,Y,Yes,16,4,2,80,2,9,1,2,5,3,1,4
20,Yes,Travel_Rarely,1483,Research & Development,8,1,Medical,1,13194,4,Male,73,2,2,Research Scientist,2,Married,3032,9897,1,Y,Yes,11,4,2,80,0,2,2,2,0,0,0,0
27,Yes,Travel_Rarely,729,Research & Development,7,3,Medical,1,13195,2,Male,40,2,2,Manager,2,Single,5698,9548,1,Y,No,11,4,3,80,2,0,3,1,0,0,0,0
23,Yes,Travel_Rarely,1060,Research & Development,9,1,Other,1,13196,2,Female,60,3,2,Research Scientist,3,Married,3778,17818,0,Y,No,11,3,2,80,1,0,1,3,0,0,0,0
50,No,Travel_Rarely,523,Sales,2,3,Life Sciences,1,13197,2,Male,49,4,2,Manager,4,Single,5693,5810,8,Y,No,13,3,3,80,2,28,0,4,11,5,1,4
43,No,Travel_Rarely,665,Sales,2,3,Technical Degree,1,13198,4,Female,42,4,4,Manager,4,Married,18464,26330,5,Y,No,18,3,2,80,1,27,2,3,8,5,0,4
44,No,Travel_Rarely,198,Sales,3,1,Other,1,13199,2,Male,33,4,2,Sales Representative,4,Single,3455,24551,7,Y,No,11,3,1,80,0,18,1,2,8,7,2,4
43,No,Travel_Rarely,962,Research & Development,22,3,Medical,1,13200,1,Female,63,1,4,Manufacturing Director,1,Married,17682,16650,4,Y,No,16,3,4,80,2,25,5,2,9,2,3,3
39,No,Travel_Rarely,306,Research & Development,1,2,Other,1,13201,2,Female,46,1,2,Laboratory Technician,2,Single,5394,21405,4,Y,No,11,4,3,80,2,19,1,2,5,1,0,3
51,No,Travel_Rarely,786,Sales,4,4,Life Sciences,1,13202,3,Male,60,3,5,Sales Executive,2,Married,15893,10672,4,Y,Yes,11,3,1,80,1,29,3,3,6,1,1,3
31,Yes,Travel_Frequently,1080,Research & Development,6,4,Life Sciences,1,13203,1,Male,63,3,2,Laboratory Technician,3,Married,2328,19998,1,Y,No,12,3,2,80,0,3,2,1,1,0,0,0
38,No,Travel_Frequently,1031,Research & Development,29,2,Other,1,13204,4,Male,48,2,1,Research Director,1,Married,3266,19877,4,Y,Yes,12,3,4,80,3,18,4,3,8,4,1,6
44,No,Non-Travel,159,Sales,6,2,Life Sciences,1,13205,3,Female,49,3,1,Sales Executive,4,Single,2171,7944,6,Y,No,11,3,4,80,3,19,0,4,1,0,0,0
24,No,Travel_Rarely,1278,Research & Development,2,1,Medical,1,13206,2,Male,76,4,1,Research Scientist,3,Single,2488,18801,1,Y,No,11,4,3,80,0,1,4,3,0,0,0,0
65,No,Travel_Rarely,971,Research & Development,1,2,Medical,1,13207,3,Female,80,3,4,Research Scientist,3,Married,10839,12049,8,Y,No,14,3,3,80,2,38,5,3,23,5,4,16
37,No,Travel_Frequently,520,Research & Development,3,4,Technical Degree,1,13208,2,Female,48,2,3,Manager,4,Divorced,5783,10917,4,Y,No,11,4,4,80,0,17,3,4,9,5,1,4
38,No,Travel_Rarely,134,Research & Development,4,2,Technical Degree,1,13209,2,Male,62,2,1,Manager,4,Married,1009,3448,3,Y,No,11,3,3,80,0,9,4,3,6,3,1,2
49,Yes,Travel_Frequently,365,Sales,16,3,Medical,1,13210,3,Male,45,3,3,Sales Executive,2,Divorced,6652,26696,6,Y,No,15,3,3,80,0,23,2,3,7,4,3,1
46,No,Travel_Rarely,1278,Sales,4,2,Medical,1,13211,4,Male,54,3,2,Manager,4,Divorced,3748,16230,4,Y,No,13,3,3,80,0,20,2,3,8,4,0,0
37,No,Travel_Rarely,474,Sales,9,2,Other,1,13212,3,Female,68,4,4,Manager,3,Married,6114,16982,4,Y,Yes,11,3,3,80,0,14,4,3,3,1,0,0
38,No,Travel_Rarely,476,Research & Development,7,3,Technical Degree,1,13213,1,Male,87,2,3,Manufacturing Director,2,Married,9401,9575,5,Y,No,11,3,2,80,1,22,6,3,7,3,1,3
23,No,Travel_Rarely,1159,Research & Development,29,1,Life Sciences,1,13214,2,Male,49,2,1,Research Scientist,2,Married,1945,8725,5,Y,No,11,3,3,80,2,7,3,4,0,0,0,0
32,No,Travel_Frequently,503,Research & Development,11,2,Life Sciences,1,13215,4,Male,94,4,2,Research Scientist,3,Divorced,4440,25129,2,Y,No,11,3,2,80,3,11,4,1,6,2,1,1
42,No,Travel_Rarely,339,Research & Development,3,1,Technical Degree,1,13216,4,Male,34,2,1,Research Director,2,Married,4037,7334,5,Y,No,11,3,1,80,2,26,1,3,2,0,0,0
41,No,Travel_Rarely,1036,Research & Development,4,2,Technical Degree,1,13217,2,Male,69,4,4,Research Director,2,Married,9410,19977,3,Y,No,17,3,1,80,1,21,1,3,3,1,0,2
49,No,Non-Travel,134,Sales,29,1,Life Sciences,1,13218,3,Female,61,4,2,Manager,4,Single,4509,7063,6,Y,No,11,4,3,80,2,17,3,4,9,6,2,4
36,No,Travel_Rarely,1400,Research & Development,1,1,Life Sciences,1,13219,3,Female,51,2,2,Manager,3,Married,4700,3652,2,Y,Yes,16,4,3,80,0,16,1,4,2,0,0,1
24,No,Travel_Rarely,1143,Sales,1,3,Life Sciences,1,13220,2,Female,95,3,3,Sales Executive,2,Married,5428,4983,3,Y,No,11,3,1,80,0,8,2,3,6,0,3,0
47,No,Non-Travel,703,Human Resources,1,3,Other,1,13221,3,Female,57,3,2,Manager,3,Single,3098,8736,4,Y,No,14,3,2,80,1,23,0,4,11,5,6,3
51,No,Travel_Frequently,948,Research & Development,9,2,Other,1,13222,4,Female,85,4,4,Manufacturing Director,2,Single,15022,3543,8,Y,No,11,3,3,80,2,35,1,2,12,5,7,5
46,No,Travel_Rarely,1339,Sales,13,5,Life Sciences,1,13223,3,Male,71,2,4,Manager,4,Married,13523,7812,2,Y,No,11,3,2,80,0,13,3,2,2,0,0,1
35,No,Travel_Rarely,1187,Human Resources,1,3,Other,1,13224,3,Female,78,3,1,Manager,4,Married,2447,20255,3,Y,No,14,3,3,80,1,16,1,3,9,6,1,8
47,No,Travel_Rarely,1255,Research & Development,5,2,Medical,1,13225,3,Male,71,4,4,Research Director,4,Married,8113,5038,6,Y,No,13,4,2,80,2,31,3,2,16,6,5,4
65,No,Travel_Rarely,412,Research & Development,23,1,Other,1,13226,3,Male,43,4,3,Research Scientist,2,Married,19691,18580,4,Y,No,11,3,3,80,1,27,5,1,5,3,1,3
38,No,Travel_Frequently,1317,Research & Development,2,2,Other,1,13227,4,Male,92,3,1,Laboratory Technician,3,Single,4991,19106,4,Y,No,11,3,2,80,2,18,5,1,11,5,4,2
25,No,Travel_Rarely,563,Research & Development,5,1,Life Sciences,1,13228,2,Male,49,4,1,Manager,4,Single,3184,10513,1,Y,No,11,3,3,80,0,0,4,3,0,0,0,0
31,No,Travel_Rarely,264,Research & Development,6,1,Medical,1,13229,4,Male,53,3,1,Laboratory Technician,3,Divorced,1514,6372,0,Y,No,11,3,2,80,2,1,1,4,0,0,0,0
43,No,Travel_Frequently,678,Research & Development,13,2,Technical Degree,1,13230,3,Male,79,3,2,Manufacturing Director,1,Married,4605,7099,3,Y,No,11,3,2,80,0,20,1,4,11,1,0,9
22,Yes,Travel_Rarely,1332,Research & Development,1,1,Medical,1,13231,1,Female,98,3,1,Manager,3,Single,2250,15305,1,Y,No,11,3,3,80,2,0,3,4,0,0,0,0
39,No,Non-Travel,1350,Sales,1,3,Other,1,13232,1,Male,78,3,1,Manager,4,Single,3901,24111,3,Y,No,13,3,2,80,0,22,4,2,0,0,0,0
41,No,Travel_Rarely,149,Sales,9,1,Marketing,1,13233,3,Male,88,4,5,Manager,4,Single,13861,24889,6,Y,No,11,3,3,80,0,25,3,4,9,2,1,3
52,Yes,Travel_Rarely,249,Sales,5,1,Technical Degree,1,13234,3,Female,100,3,4,Sales Executive,2,Married,15896,25608,7,Y,No,11,4,1,80,3,33,3,3,4,1,1,3
49,No,Non-Travel,1022,Research & Development,2,3,Technical Degree,1,13235,4,Male,70,4,5,Laboratory Technician,3,Married,16739,25653,4,Y,No,19,3,1,80,2,24,2,3,16,2,0,10
45,No,Travel_Rarely,371,Sales,16,2,Technical Degree,1,13236,4,Male,56,4,3,Sales Executive,2,Married,6850,24083,4,Y,Yes,11,3,2,80,1,23,1,4,12,6,4,7
18,No,Travel_Frequently,1215,Sales,3,2,Marketing,1,13237,3,Female,43,3,1,Manager,4,Married,5013,17739,2,Y,Yes,13,3,2,80,0,0,1,3,0,0,0,0
46,No,Travel_Rarely,1075,Sales,5,2,Other,1,13238,3,Male,68,2,3,Sales Executive,4,Married,8778,4533,4,Y,No,11,3,2,80,0,22,2,3,7,3,1,2
44,No,Travel_Frequently,1472,Research & Development,3,1,Technical Degree,1,13239,4,Male,94,3,2,Research Scientist,3,Married,3938,12577,3,Y,No,13,3,2,80,3,17,1,3,1,0,0,0
39,No,Non-Travel,498,Sales,15,2,Medical,1,13240,2,Male,87,2,3,Sales Representative,2,Divorced,7212,14424,3,Y,No,11,3,3,80,2,13,3,4,4,3,1,1
21,No,Travel_Frequently,839,Research & Development,4,1,Other,1,13241,2,Male,85,3,2,Healthcare Representative,4,Divorced,3906,6630,2,Y,No,16,3,3,80,3,5,2,2,1,0,0,0
30,Yes,Travel_Rarely,862,Research & Development,10,2,Technical Degree,1,13242,4,Male,62,4,1,Laboratory Technician,2,Married,1123,12804,4,Y,No,11,3,2,80,1,7,2,1,1,0,0,0
26,No,Travel_Rarely,854,Research & Development,4,1,Other,1,13243,4,Male,44,3,1,Laboratory Technician,3,Single,2134,21658,4,Y,No,11,3,3,80,3,8,3,2,2,0,0,1
18,Yes,Travel_Rarely,933,Research & Development,8,1,Other,1,13244,3,Male,87,1,1,Research Scientist,1,Married,1708,7550,0,Y,Yes,14,4,2,80,0,2,4,2,0,0,0,0
37,No,Travel_Rarely,833,Research & Development,14,2,Technical Degree,1,13245,4,Male,59,3,2,Manufacturing Director,1,Married,5286,20863,5,Y,Yes,19,3,1,80,1,21,1,3,5,0,1,3
29,No,Travel_Rarely,1015,Research & Development,12,3,Life Sciences,1,13246,2,Female,42,3,1,Research Scientist,3,Single,2914,4396,2,Y,No,12,3,2,80,1,0,1,3,0,0,0,0
62,No,Travel_Rarely,622,Research & Development,10,2,Medical,1,13247,4,Male,51,3,4,Laboratory Technician,4,Single,12113,23423,8,Y,No,14,3,3,80,0,41,0,2,9,4,5,5
35,Yes,Travel_Rarely,1461,Research & Development,2,1,Life Sciences,1,13248,2,Female,84,3,1,Laboratory Technician,1,Divorced,2106,8085,4,Y,No,11,3,4,80,0,8,2,2,6,0,3,2
49,No,Travel_Rarely,613,Human Resources,4,1,Life Sciences,1,13249,3,Male,53,2,3,Manager,3,Married,4994,19983,6,Y,Yes,13,3,3,80,2,32,4,3,14,4,4,5
22,Yes,Travel_Rarely,717,Human Resources,9,2,Other,1,13250,2,Female,92,2,1,Human Resources,4,Single,2945,23746,1,Y,No,17,3,4,80,0,0,4,2,0,0,0,0
32,No,Travel_Rarely,1054,Research & Development,12,3,Life Sciences,1,13251,2,Male,45,2,4,Healthcare Representative,1,Married,11578,10302,1,Y,Yes,12,3,4,80,1,9,1,3,1,0,0,0
38,No,Travel_Rarely,1391,Research & Development,29,2,Other,1,13252,4,Male,72,2,1,Manufacturing Director,4,Single,2881,16130,5,Y,Yes,15,3,3,80,0,16,1,4,5,3,2,4
28,No,Travel_Rarely,185,Sales,5,3,Other,1,13253,3,Male,97,2,1,Manager,2,Single,2634,24700,0,Y,Yes,13,4,3,80,1,0,2,2,0,0,0,0
33,No,Travel_Frequently,616,Sales,4,2,Technical Degree,1,13254,3,Female,81,4,3,Manager,3,Married,5535,18982,3,Y,No,11,3,1,80,1,14,1,4,7,0,5,4
35,No,Travel_Rarely,981,Sales,13,2,Life Sciences,1,13255,3,Male,40,4,2,Sales Executive,3,Married,6278,24090,4,Y,No,17,3,4,80,0,17,0,2,11,3,1,2
35,Yes,Travel_Rarely,950,Research & Development,5,2,Technical Degree,1,13256,4,Male,75,4,2,Manager,1,Divorced,3807,4632,1,Y,No,13,3,2,80,1,5,1,3,2,0,0,1
55,No,Travel_Rarely,1422,Sales,7,3,Medical,1,13257,3,Male,97,3,4,Sales Representative,2,Married,16719,21629,5,Y,No,11,3,2,80,2,31,2,3,9,3,5,7
41,No,Travel_Rarely,316,Research & Development,11,4,Technical Degree,1,13258,4,Male,98,3,3,Manager,3,Single,6490,8031,4,Y,No,15,3,3,80,2,22,3,3,2,0,0,1
42,No,Travel_Rarely,1310,Research & Development,1,1,Medical,1,13259,3,Female,31,3,3,Laboratory Technician,2,Married,10279,13465,4,Y,No,20,3,3,80,0,22,5,3,11,3,1,7
42,No,Non-Travel,892,Research & Development,6,2,Life Sciences,1,13260,3,Female,83,2,2,Laboratory Technician,3,Married,4661,17980,4,Y,No,11,3,4,80,0,18,1,2,7,0,2,0
43,No,Travel_Rarely,541,Sales,1,1,Life Sciences,1,13261,2,Male,60,2,2,Sales Executive,2,Single,4679,10311,5,Y,Yes,13,3,3,80,0,16,2,4,3,1,0,0
36,No,Travel_Rarely,362,Research & Development,19,4,Other,1,13262,2,Male,39,2,2,Research Director,2,Divorced,4842,3450,2,Y,No,11,3,3,80,0,6,2,4,1,0,0,0
34,Yes,Travel_Frequently,646,Sales,2,2,Medical,1,13263,4,Male,43,1,2,Manager,1,Single,2974,4374,2,Y,Yes,11,3,2,80,0,4,1,4,2,1,0,0
39,No,Travel_Rarely,1086,Sales,1,2,Technical Degree,1,13264,4,Female,43,3,2,Manager,3,Single,9206,20335,2,Y,No,11,4,1,80,1,15,2,3,5,1,1,3
48,No,Travel_Frequently,314,Human Resources,4,1,Life Sciences,1,13265,1,Male,65,4,3,Manager,4,Married,9143,16179,4,Y,Yes,23,3,2,80,0,30,2,3,11,3,7,1
48,Yes,Travel_Rarely,667,Sales,3,2,Other,1,13266,2,Male,69,3,4,Manager,4,Single,9207,9437,5,Y,No,14,3,4,80,2,32,3,4,17,2,2,12
35,No,Travel_Rarely,481,Sales,23,2,Other,1,13267,4,Male,91,3,4,Sales Representative,2,Married,11308,12824,4,Y,No,11,3,2,80,0,17,6,4,5,1,2,1
44,No,Travel_Rarely,917,Research & Development,16,1,Other,1,13268,4,Male,96,4,3,Manufacturing Director,3,Divorced,8233,17227,4,Y,No,11,4,1,80,0,22,1,3,10,6,0,7
35,No,Travel_Frequently,864,Research & Development,5,2,Medical,1,13269,4,Female,87,3,2,Laboratory Technician,2,Married,4180,12424,4,Y,No,13,3,2,80,1,18,2,3,3,1,0,0
37,No,Travel_Rarely,1100,Research & Development,1,1,Life Sciences,1,13270,2,Male,32,4,1,Research Scientist,3,Divorced,2885,25201,2,Y,No,11,3,4,80,1,10,1,4,2,1,1,0
33,No,Travel_Rarely,931,Research & Development,22,2,Other,1,13271,3,Female,98,3,3,Research Scientist,2,Married,7695,14993,4,Y,No,12,3,2,80,2,12,5,2,7,3,1,2
35,No,Travel_Rarely,676,Sales,7,1,Technical Degree,1,13272,2,Male,89,2,1,Manager,4,Married,2726,21827,2,Y,No,11,3,3,80,1,11,1,2,8,2,0,3
50,No,Travel_Rarely,736,Research & Development,16,2,Medical,1,13273,1,Female,54,4,2,Laboratory Technician,3,Married,5688,26157,3,Y,Yes,21,4,4,80,0,18,2,1,6,4,1,4
38,No,Travel_Frequently,513,Research & Development,20,2,Technical Degree,1,13274,2,Male,60,3,1,Research Scientist,2,Married,2798,11249,2,Y,No,11,3,2,80,0,9,0,3,1,0,0,0
38,No,Travel_Rarely,957,Research & Development,22,2,Life Sciences,1,13275,2,Female,34,4,2,Manufacturing Director,2,Married,3261,18842,3,Y,Yes,11,3,4,80,0,22,6,3,14,6,12,2
23,No,Travel_Rarely,828,Research & Development,28,2,Medical,1,13276,4,Male,98,2,1,Healthcare Representative,2,Married,4626,17017,0,Y,No,11,3,3,80,1,0,3,4,0,0,0,0
34,No,Travel_Rarely,1317,Research & Development,12,2,Medical,1,13277,3,Female,65,2,4,Healthcare Representative,3,Single,5974,13456,3,Y,No,11,4,2,80,1,18,2,4,6,0,0,5
35,No,Travel_Frequently,220,Human Resources,24,1,Human Resources,1,13278,3,Female,89,2,2,Human Resources,4,Married,5630,10191,3,Y,No,11,3,4,80,0,15,2,3,1,0,0,0
29,No,Travel_Rarely,589,Research & Development,7,2,Other,1,13279,4,Male,90,2,2,Laboratory Technician,4,Married,5121,25517,3,Y,No,18,3,3,80,2,11,4,4,2,0,0,1
37,No,Non-Travel,1059,Research & Development,4,2,Other,1,13280,3,Male,50,4,1,Healthcare Representative,1,Single,2280,13950,2,Y,No,11,3,3,80,1,5,3,1,0,0,0,0
33,No,Travel_Rarely,1436,Research & Development,12,3,Medical,1,13281,4,Female,91,3,3,Manufacturing Director,2,Married,8809,12321,6,Y,Yes,17,3,3,80,2,17,3,2,8,6,5,1
38,No,Travel_Frequently,622,Sales,2,2,Marketing,1,13282,4,Male,90,4,3,Manager,4,Divorced,7379,20188,3,Y,No,18,3,2,80,0,11,2,4,7,3,3,5
38,No,Travel_Rarely,529,Research & Development,4,2,Life Sciences,1,13283,3,Female,86,3,2,Research Scientist,4,Single,2872,7553,2,Y,No,17,3,1,80,0,13,3,2,5,0,0,1
28,No,Travel_Rarely,622,Research & Development,4,1,Other,1,13284,2,Male,99,4,1,Research Director,2,Married,2598,8295,3,Y,No,11,3,4,80,2,4,0,3,1,0,0,0
33,No,Travel_Frequently,1219,Research & Development,10,1,Other,1,13285,3,Male,44,3,2,Healthcare Representative,4,Divorced,5919,4855,7,Y,No,15,3,2,80,0,6,4,2,0,0,0,0
38,No,Non-Travel,1382,Sales,1,1,Other,1,13286,2,Male,95,2,1,Sales Representative,2,Married,2338,12089,4,Y,No,11,3,4,80,1,22,3,2,12,5,6,3
48,No,Travel_Rarely,1425,Sales,4,3,Marketing,1,13287,1,Male,55,2,4,Manager,2,Divorced,8364,17080,5,Y,No,11,3,3,80,0,27,4,4,18,8,3,9
39,No,Travel_Frequently,1257,Research & Development,2,1,Life Sciences,1,13288,2,Male,56,3,3,Research Director,3,Single,7989,25298,3,Y,No,17,3,3,80,0,14,1,3,9,4,7,1
31,No,Travel_Rarely,280,Research & Development,7,1,Medical,1,13289,4,Male,69,1,1,Laboratory Technician,3,Single,3189,7905,4,Y,No,12,3,1,80,0,8,4,4,1,0,0,0
41,No,Non-Travel,539,Research & Development,1,2,Other,1,13290,2,Female,78,4,2,Research Scientist,4,Single,4060,2977,5,Y,No,20,3,3,80,0,21,5,3,8,5,6,2
53,No,Travel_Frequently,1122,Sales,2,1,Life Sciences,1,13291,2,Female,85,2,3,Sales Executive,2,Divorced,9856,9787,6,Y,No,11,4,3,80,1,30,1,3,11,3,8,6
46,No,Travel_Frequently,1456,Research & Development,1,2,Other,1,13292,2,Male,95,4,3,Manager,2,Single,10803,21148,5,Y,No,12,3,3,80,1,19,2,4,9,2,1,5
42,No,Non-Travel,1216,Research & Development,2,1,Life Sciences,1,13293,4,Male,47,2,2,Manufacturing Director,1,Divorced,4233,4900,5,Y,No,11,3,3,80,0,16,4,4,1,0,0,0
44,No,Travel_Rarely,272,Sales,19,1,Other,1,13294,3,Female,54,3,2,Manager,1,Single,5902,26328,3,Y,Yes,11,3,3,80,0,20,2,2,4,1,1,1
51,No,Travel_Frequently,211,Sales,3,1,Life Sciences,1,13295,2,Male,70,3,2,Sales Executive,2,Single,5057,2637,3,Y,No,20,3,3,80,0,23,3,4,2,0,0,0
47,No,Travel_Frequently,1224,Research & Development,1,1,Other,1,13296,2,Female,96,4,3,Manufacturing Director,2,Single,7866,15390,3,Y,No,11,4,3,80,1,21,1,2,13,7,0,5
42,No,Travel_Rarely,863,Sales,17,2,Life Sciences,1,13297,4,Male,54,1,3,Sales Representative,3,Married,7993,2467,5,Y,No,12,3,1,80,0,15,2,2,4,1,0,0
47,No,Non-Travel,961,Sales,5,1,Technical Degree,1,13298,1,Female,52,4,4,Sales Representative,4,Single,14652,10285,6,Y,No,15,3,2,80,1,30,3,4,3,1,1,0
27,No,Travel_Frequently,307,Research & Development,2,2,Other,1,13299,3,Male,52,2,1,Healthcare Representative,4,Divorced,3746,11729,1,Y,No,11,3,3,80,0,0,4,2,0,0,0,0
23,Yes,Travel_Rarely,913,Research & Development,1,1,Other,1,13300,4,Female,33,3,1,Research Director,3,Divorced,2975,13164,2,Y,Yes,11,3,2,80,0,7,2,4,0,0,0,0
38,No,Non-Travel,180,Human Resources,6,2,Life Sciences,1,13301,4,Male,80,3,3,Manager,4,Single,6694,26542,4,Y,No,17,3,2,80,0,18,3,4,6,2,1,0
38,Yes,Travel_Rarely,834,Research & Development,13,1,Life Sciences,1,13302,2,Male,59,3,2,Healthcare Representative,1,Married,3526,26845,1,Y,No,11,3,2,80,0,7,6,3,3,1,0,0
32,No,Travel_Rarely,690,Research & Development,1,3,Life Sciences,1,13303,3,Male,68,3,1,Healthcare Representative,3,Married,4094,24803,3,Y,Yes,11,3,3,80,3,11,2,3,5,2,0,1
45,No,Travel_Rarely,1477,Research & Development,11,2,Life Sciences,1,13304,4,Male,81,3,1,Manager,1,Divorced,2289,21240,5,Y,Yes,11,3,2,80,0,17,0,3,11,6,2,1
19,No,Travel_Rarely,961,Research & Development,4,1,Life Sciences,1,13305,3,Male,97,2,1,Healthcare Representative,4,Single,2910,14069,1,Y,No,11,3,4,80,1,0,0,3,0,0,0,0
32,Yes,Travel_Frequently,409,Sales,8,5,Other,1,13306,4,Female,78,1,3,Sales Executive,2,Married,6429,13871,4,Y,No,11,3,4,80,1,7,0,3,4,1,0,2
32,No,Travel_Frequently,932,Research & Development,2,1,Life Sciences,1,13307,2,Male,72,4,2,Laboratory Technician,4,Single,5553,15640,4,Y,No,17,3,3,80,1,16,0,2,5,2,0,2
21,No,Travel_Rarely,1489,Research & Development,16,1,Technical Degree,1,13308,4,Male,36,3,1,Research Director,1,Married,1009,22406,1,Y,No,13,3,3,80,3,1,4,2,0,0,0,0
51,No,Travel_Rarely,1214,Research & Development,29,2,Medical,1,13309,2,Male,48,2,5,Manufacturing Director,3,Single,16389,4232,4,Y,No,15,3,3,80,1,26,1,4,15,8,3,4
24,No,Travel_Rarely,1353,Research & Development,1,2,Medical,1,13310,3,Female,71,3,3,Healthcare Representative,2,Married,7982,9089,2,Y,No,11,4,2,80,1,4,3,3,1,0,0,0
31,Yes,Travel_Rarely,249,Research & Development,1,1,Medical,1,13311,3,Female,33,2,1,Healthcare Representative,4,Divorced,2268,24475,2,Y,Yes,11,3,2,80,3,8,1,4,0,0,0,0
46,No,Travel_Frequently,845,Research & Development,1,2,Medical,1,13312,2,Female,43,3,4,Research Scientist,1,Married,12216,19003,3,Y,No,11,3,2,80,1,19,0,2,9,6,0,6
43,No,Travel_Rarely,263,Human Resources,4,1,Other,1,13313,1,Female,40,4,5,Manager,1,Married,19221,7330,5,Y,No,11,3,2,80,0,27,4,4,19,14,6,1
26,No,Travel_Rarely,1229,Research & Development,10,2,Life Sciences,1,13314,4,Female,94,3,1,Laboratory Technician,3,Married,6722,12896,1,Y,No,14,3,2,80,0,0,1,2,0,0,0,0
43,No,Travel_Rarely,687,Sales,8,3,Marketing,1,13315,2,Female,58,3,3,Sales Executive,3,Married,6621,4346,6,Y,No,11,3,2,80,1,25,5,3,5,4,2,3
40,No,Travel_Rarely,1462,Research & Development,5,1,Medical,1,13316,3,Male,96,4,2,Research Director,3,Married,12429,19485,2,Y,Yes,11,3,4,80,1,13,3,4,3,0,0,1
59,No,Travel_Rarely,1129,Sales,9,3,Technical Degree,1,13317,3,Male,88,3,4,Sales Executive,4,Married,11814,21598,8,Y,Yes,11,4,4,80,1,29,4,2,10,8,0,6
41,No,Travel_Rarely,270,Research & Development,13,1,Technical Degree,1,13318,3,Male,81,3,3,Laboratory Technician,3,Divorced,9989,22529,6,Y,No,11,3,4,80,2,18,3,4,9,5,4,3
36,No,Travel_Frequently,609,Research & Development,6,1,Medical,1,13319,3,Female,53,2,1,Manager,3,Single,3907,3400,5,Y,No,12,3,2,80,0,18,2,3,3,1,1,2
29,Yes,Travel_Rarely,653,Research & Development,17,1,Life Sciences,1,13320,3,Male,93,2,1,Manager,1,Single,1725,16202,2,Y,No,11,3,1,80,1,5,2,2,3,0,0,1
30,No,Travel_Rarely,1153,Research & Development,3,4,Medical,1,13321,3,Male,44,2,3,Manager,4,Single,6766,7582,2,Y,No,14,4,4,80,1,8,2,2,2,0,0,1
29,Yes,Travel_Rarely,218,Sales,1,1,Life Sciences,1,13322,3,Female,40,4,1,Sales Executive,2,Married,2371,12088,3,Y,Yes,11,4,2,80,0,6,2,3,1,0,0,0
50,Yes,Travel_Frequently,1096,Sales,8,1,Other,1,13323,3,Male,83,2,3,Manager,2,Single,5960,9383,5,Y,No,12,3,2,80,0,29,5,3,11,9,3,9
37,No,Travel_Rarely,659,Sales,8,2,Medical,1,13324,4,Female,40,3,2,Sales Representative,3,Divorced,5054,23398,5,Y,No,13,3,4,80,0,16,3,3,9,2,1,7
42,No,Travel_Frequently,482,Research & Development,24,2,Other,1,13325,3,Female,87,2,2,Research Scientist,4,Married,3649,7285,4,Y,No,11,3,2,80,3,18,3,4,3,1,0,1
51,Yes,Travel_Rarely,1377,Research & Development,6,2,Technical Degree,1,13326,3,Female,50,3,4,Manufacturing Director,2,Divorced,7773,16480,4,Y,Yes,11,3,2,80,0,27,1,4,9,2,1,2
